filename,width,height,class,xmin,ymin,xmax,ymax
L1000808_JPG.rf.de569621aee39ff94766e67b8147b674.jpg,6000,4000,nasca,1010,1500,2375,2585
L1000808_JPG.rf.de569621aee39ff94766e67b8147b674.jpg,6000,4000,nasca,3900,1780,5145,2800
L1000952_JPG.rf.9e17b402f58a9e5019e3662c5c429457.jpg,6000,4000,background rabbit,740,2670,1260,3360
L1000952_JPG.rf.9e17b402f58a9e5019e3662c5c429457.jpg,6000,4000,background rabbit,2130,2890,2635,3535
L1000952_JPG.rf.9e17b402f58a9e5019e3662c5c429457.jpg,6000,4000,background jelly,1810,40,2745,505
L1000952_JPG.rf.9e17b402f58a9e5019e3662c5c429457.jpg,6000,4000,background rabbit,1350,3045,1940,3560
L1000930_JPG.rf.95e135392dea6db443756e9883cfe235.jpg,6000,4000,background paper,2660,3020,3095,3425
L1000930_JPG.rf.95e135392dea6db443756e9883cfe235.jpg,6000,4000,background pen,1180,1160,1775,1580
L1000827_JPG.rf.5a1e6637b422179441f3bdb9328b8a8d.jpg,6000,4000,black cube,2970,1750,3395,2140
L1000888_JPG.rf.a350e282f31ea8c26d0243f49c310868.jpg,6000,4000,background jelly,860,1510,1355,2045
L1000888_JPG.rf.a350e282f31ea8c26d0243f49c310868.jpg,6000,4000,background rabbit,3380,1930,3840,2430
L1000888_JPG.rf.a350e282f31ea8c26d0243f49c310868.jpg,6000,4000,background frey,2690,1870,3130,2355
L1010004_JPG.rf.b8612475a0323d8af7019268c97e8b54.jpg,6000,4000,black cube,1520,980,2035,1490
L1010004_JPG.rf.b8612475a0323d8af7019268c97e8b54.jpg,6000,4000,black cube,0,1490,460,2020
L1010004_JPG.rf.b8612475a0323d8af7019268c97e8b54.jpg,6000,4000,not camera,2770,2090,3560,2880
L1000844_JPG.rf.69408de81ebaaf39934de25a2272655a.jpg,6000,4000,black cube,2030,1600,2540,2120
L1000844_JPG.rf.69408de81ebaaf39934de25a2272655a.jpg,6000,4000,black cube,920,2940,1440,3445
L1000844_JPG.rf.69408de81ebaaf39934de25a2272655a.jpg,6000,4000,black cube,3310,2970,3800,3480
L1000844_JPG.rf.69408de81ebaaf39934de25a2272655a.jpg,6000,4000,black cube,3870,790,4410,1325
L1000844_JPG.rf.69408de81ebaaf39934de25a2272655a.jpg,6000,4000,not camera,1870,450,2780,1225
L1000851_JPG.rf.3151c34bc00ea4730c6a89a26de7b5d6.jpg,6000,4000,magnet blue,3050,450,3660,1055
L1000851_JPG.rf.3151c34bc00ea4730c6a89a26de7b5d6.jpg,6000,4000,magnet blue,1370,1700,1935,2270
L1000851_JPG.rf.3151c34bc00ea4730c6a89a26de7b5d6.jpg,6000,4000,magnet green,3830,2000,4410,2565
L1000851_JPG.rf.3151c34bc00ea4730c6a89a26de7b5d6.jpg,6000,4000,magnet yellow,3990,950,4595,1540
L1000987_JPG.rf.beb04159173146c81cac83bf82b1a069.jpg,6000,4000,black cube,2920,1850,3360,2355
L1000987_JPG.rf.beb04159173146c81cac83bf82b1a069.jpg,6000,4000,black cube,1870,2590,2340,3080
L1001000_JPG.rf.61fb1b31673d8311c80b96329c2c43fc.jpg,6000,4000,background red,2180,1450,3315,2060
L1001000_JPG.rf.61fb1b31673d8311c80b96329c2c43fc.jpg,6000,4000,background purple,1630,1000,1915,1460
L1001000_JPG.rf.61fb1b31673d8311c80b96329c2c43fc.jpg,6000,4000,background purple,3630,1650,3915,2095
L1001000_JPG.rf.61fb1b31673d8311c80b96329c2c43fc.jpg,6000,4000,background pink,2020,3310,2860,3920
L1001000_JPG.rf.61fb1b31673d8311c80b96329c2c43fc.jpg,6000,4000,background pink,3100,3400,3645,3795
L1000850_JPG.rf.429249ef9421abca429ebc87a7fc562a.jpg,6000,4000,black cube,4490,270,4975,770
L1000850_JPG.rf.429249ef9421abca429ebc87a7fc562a.jpg,6000,4000,black cube,4970,2000,5495,2510
L1010019_JPG.rf.24d363d8f326a56ebbfdc33cd4d6b400.jpg,6000,4000,background turquoise,1620,1860,2040,2245
L1010019_JPG.rf.24d363d8f326a56ebbfdc33cd4d6b400.jpg,6000,4000,background turquoise,1980,1860,2410,2290
L1010019_JPG.rf.24d363d8f326a56ebbfdc33cd4d6b400.jpg,6000,4000,background turquoise,2390,1870,2815,2345
L1010019_JPG.rf.24d363d8f326a56ebbfdc33cd4d6b400.jpg,6000,4000,background turquoise,1990,2210,2410,2715
L1010019_JPG.rf.24d363d8f326a56ebbfdc33cd4d6b400.jpg,6000,4000,background turquoise,1620,2240,2060,2590
L1010019_JPG.rf.24d363d8f326a56ebbfdc33cd4d6b400.jpg,6000,4000,background turquoise,1920,2610,2400,3055
L1010019_JPG.rf.24d363d8f326a56ebbfdc33cd4d6b400.jpg,6000,4000,background ler,4210,3550,4875,4000
L1000928_JPG.rf.619b7295266b9e3ab785029cd433c791.jpg,6000,4000,background paper,2630,3030,3080,3360
L1000928_JPG.rf.619b7295266b9e3ab785029cd433c791.jpg,6000,4000,magnet blue,2360,340,2630,635
L1000928_JPG.rf.619b7295266b9e3ab785029cd433c791.jpg,6000,4000,red,1520,1790,1940,2125
L1000928_JPG.rf.619b7295266b9e3ab785029cd433c791.jpg,6000,4000,background letter blue,4020,3030,4345,3775
L1000951_JPG.rf.0f5a37e8b232b022e48f1fe85c1d9d1d.jpg,6000,4000,background rabbit,3580,2490,4230,3080
L1000951_JPG.rf.0f5a37e8b232b022e48f1fe85c1d9d1d.jpg,6000,4000,background rabbit,2705,2575,3275,3115
L1000951_JPG.rf.0f5a37e8b232b022e48f1fe85c1d9d1d.jpg,6000,4000,background jelly,2010,60,2670,605
L1000965_JPG.rf.815b35765c37514576b82b7b434801fb.jpg,6000,4000,not camera,3250,1490,3890,2280
L1000965_JPG.rf.815b35765c37514576b82b7b434801fb.jpg,6000,4000,black cube,1910,2090,2405,2555
L1000965_JPG.rf.815b35765c37514576b82b7b434801fb.jpg,6000,4000,black cube,3750,3020,4235,3550
L1010012_JPG.rf.e72cc9eac2552a2eba0901bda357ac84.jpg,6000,4000,black cube,1350,1620,1815,2070
L1010012_JPG.rf.e72cc9eac2552a2eba0901bda357ac84.jpg,6000,4000,black cube,2560,1420,2995,1860
L1010012_JPG.rf.e72cc9eac2552a2eba0901bda357ac84.jpg,6000,4000,black cube,2620,2690,3030,3160
L1010012_JPG.rf.e72cc9eac2552a2eba0901bda357ac84.jpg,6000,4000,background rabbit,2320,740,2630,1100
L1010012_JPG.rf.e72cc9eac2552a2eba0901bda357ac84.jpg,6000,4000,background jelly,3830,2870,4380,3510
L1000899_JPG.rf.4912e00843eace9bc1fcded3bf3d096d.jpg,6000,4000,background paper,3960,2010,4705,2505
L1000899_JPG.rf.4912e00843eace9bc1fcded3bf3d096d.jpg,6000,4000,background pen,1290,3590,2440,4000
L1010014_JPG.rf.b3f90cd96965a48c26ddd3e4731cab56.jpg,6000,4000,watch,2960,1310,3585,1970
L1010014_JPG.rf.b3f90cd96965a48c26ddd3e4731cab56.jpg,6000,4000,background rabbit,1460,440,2120,1065
L1000831_JPG.rf.50e638223b7c9f38b87baf7e7cb4e54a.jpg,6000,4000,nasca,3960,750,5165,1715
L1000804_JPG.rf.202cf4358c1ff6cbf563e91690abbf19.jpg,6000,4000,pen blue,3310,840,3835,1555
L1000804_JPG.rf.202cf4358c1ff6cbf563e91690abbf19.jpg,6000,4000,game yellow,3850,1590,4090,1860
L1000804_JPG.rf.202cf4358c1ff6cbf563e91690abbf19.jpg,6000,4000,background pen,3310,1430,3650,3425
L1000804_JPG.rf.202cf4358c1ff6cbf563e91690abbf19.jpg,6000,4000,black cube,5210,2660,5770,3205
L1000866_JPG.rf.eaefcf7e8418e3fca01c80bdb1baefed.jpg,6000,4000,background pen,3310,1020,3980,1645
L1000866_JPG.rf.eaefcf7e8418e3fca01c80bdb1baefed.jpg,6000,4000,background paper,1110,2280,1750,2655
L1000977_JPG.rf.7e9521f316786881ad565e03e136bf94.jpg,6000,4000,magnet green,1890,1285,2435,1860
L1000977_JPG.rf.7e9521f316786881ad565e03e136bf94.jpg,6000,4000,magnet yellow,2070,2210,2620,2775
L1000977_JPG.rf.7e9521f316786881ad565e03e136bf94.jpg,6000,4000,magnet blue,1270,2460,1845,3020
L1000859_JPG.rf.c4de4f4a616106dcbfa1d87f67dbe8b4.jpg,6000,4000,background lehr,390,550,1090,1240
L1000859_JPG.rf.c4de4f4a616106dcbfa1d87f67dbe8b4.jpg,6000,4000,background orange,1020,2350,1620,2930
L1000859_JPG.rf.c4de4f4a616106dcbfa1d87f67dbe8b4.jpg,6000,4000,background blue,3430,1220,3950,1765
L1000859_JPG.rf.c4de4f4a616106dcbfa1d87f67dbe8b4.jpg,6000,4000,background blue,3120,2310,3700,2860
L1000859_JPG.rf.c4de4f4a616106dcbfa1d87f67dbe8b4.jpg,6000,4000,background house,4220,950,5055,1305
L1000859_JPG.rf.c4de4f4a616106dcbfa1d87f67dbe8b4.jpg,6000,4000,background house,2960,1190,3545,1700
L1000859_JPG.rf.c4de4f4a616106dcbfa1d87f67dbe8b4.jpg,6000,4000,background letter,2050,2200,2425,2560
L1000859_JPG.rf.c4de4f4a616106dcbfa1d87f67dbe8b4.jpg,6000,4000,background letter,2060,680,2515,1220
L1010031_JPG.rf.93e9a0f19652e3c6ad6052e4dc770185.jpg,6000,4000,background red,2060,2290,3200,2760
L1010031_JPG.rf.93e9a0f19652e3c6ad6052e4dc770185.jpg,6000,4000,background purple,1220,3080,1750,3650
L1010031_JPG.rf.93e9a0f19652e3c6ad6052e4dc770185.jpg,6000,4000,background purple,3550,3430,4165,4000
L1010008_JPG.rf.10ce5b6dd8575ce5a7b5158aaa8d8c05.jpg,6000,4000,magnet yellow,2980,1100,3535,1655
L1010008_JPG.rf.10ce5b6dd8575ce5a7b5158aaa8d8c05.jpg,6000,4000,black cube,3090,2770,3545,3180
L1010008_JPG.rf.10ce5b6dd8575ce5a7b5158aaa8d8c05.jpg,6000,4000,black cube,3990,1015,4525,1530
L1000993_JPG.rf.7e4798d004b83cfff07ad2ffe3366f6d.jpg,6000,4000,magnet blue,3250,1550,3870,2175
L1000993_JPG.rf.7e4798d004b83cfff07ad2ffe3366f6d.jpg,6000,4000,magnet blue,2540,2960,3175,3575
L1000993_JPG.rf.7e4798d004b83cfff07ad2ffe3366f6d.jpg,6000,4000,background paper,1740,1100,2480,1800
L1010009_JPG.rf.2c60d5299d7782adaa0070bbd74ed014.jpg,6000,4000,black cube,3250,1050,3770,1575
L1010009_JPG.rf.2c60d5299d7782adaa0070bbd74ed014.jpg,6000,4000,black cube,3790,1380,4320,1885
L1000828_JPG.rf.30268c7811215551a111b3e4a714bee2.jpg,6000,4000,black cube,3870,3320,4350,3960
L1010026_JPG.rf.b354999d1d68a0ba02f0b07b579e162e.jpg,6000,4000,background pen,3220,560,4625,1060
L1010026_JPG.rf.b354999d1d68a0ba02f0b07b579e162e.jpg,6000,4000,magnet blue,4970,270,5340,555
L1010026_JPG.rf.b354999d1d68a0ba02f0b07b579e162e.jpg,6000,4000,magnet blue,4880,670,5190,915
L1010026_JPG.rf.b354999d1d68a0ba02f0b07b579e162e.jpg,6000,4000,background blue,2290,3280,2840,3705
L1010026_JPG.rf.b354999d1d68a0ba02f0b07b579e162e.jpg,6000,4000,background letter blue,120,3190,1195,3585
L1000896_JPG.rf.52b83e327a5b4ca38f8744b04f629ece.jpg,6000,4000,background pen,1980,3460,2550,4000
L1000896_JPG.rf.52b83e327a5b4ca38f8744b04f629ece.jpg,6000,4000,magnet blue,560,3280,895,3560
L1000896_JPG.rf.52b83e327a5b4ca38f8744b04f629ece.jpg,6000,4000,magnet blue,400,3730,760,4000
L1000896_JPG.rf.52b83e327a5b4ca38f8744b04f629ece.jpg,6000,4000,background paper,3810,2180,4255,2605
L1000810_JPG.rf.452ec701d58eb7f77c9e012264360961.jpg,6000,4000,black cube,4370,400,4860,955
L1000810_JPG.rf.452ec701d58eb7f77c9e012264360961.jpg,6000,4000,black cube,4170,2950,4675,3425
L1000810_JPG.rf.452ec701d58eb7f77c9e012264360961.jpg,6000,4000,magnet blue,1450,1150,2020,1725
